Call-Data-Record-ID	Service-Type	Timestamp	Duration	MSISDN-A	MSISDN-B	TXBytes
2078	S	12.06.2016 14:22		4917100000117	4917100000129	
2079	S	29.05.2016 22:20		4917100000242	4917100000124	
2080	V	25.05.2016 17:58	1779	4917100000381	499311136	
2081	S	06.05.2016 02:51		4917100000258	4917100000208	
2082	V	28.03.2016 15:43	2835	4917100000131	4917100000130	
2083	D	22.05.2016 20:12	60	4917100000355		1503840
2084	D	25.03.2016 01:34	57	4917100000102		1208058
2085	D	29.06.2016 11:31	486	4917100000385		22349196
2086	S	22.05.2016 03:22		4917100000141	4917100000152	
2087	D	19.04.2016 12:11	109	4917100000129		9458584
2088	V	21.05.2016 05:13	50	4917100000325	4917100000315	
2089	D	22.05.2016 19:19	105	4917100000032		1313655
2090	V	03.04.2016 07:45	745	4917100000312	4917100000131	
2091	S	04.05.2016 13:43		4917100000044	4917100000003	
2092	S	28.02.2016 09:36		4917100000141	4917100000089	
2093	V	13.05.2016 08:51	540	4917100000340	499311254	
2094	D	28.06.2016 16:52	65	4917100000362		5081830
2095	S	20.05.2016 11:10		4917100000323	4917100000008	
2096	V	15.02.2016 18:20	73	4917100000081	499311184	
2097	V	28.04.2016 16:01	456	4917100000305	499311149	
2098	V	21.06.2016 05:29	351	4917100000010	4917100000107	
2099	V	11.06.2016 00:56	109	4917100000364	499311282	
2100	D	02.05.2016 14:02	441	4917100000043		16485903
2101	D	08.04.2016 12:38	1427	4917100000299		122221123
2102	V	27.05.2016 12:04	690	4917100000128	499311289	
2103	S	05.06.2016 05:22		4917100000042	4917100000086	
2104	V	19.06.2016 16:02	210	4917100000118	4917100000094	
2105	D	13.06.2016 17:23	624	4917100000059		53134848
2106	V	22.06.2016 21:52	1867	4917100000197	4917100000227	
2107	V	27.04.2016 22:58	393	4917100000074	491601111160	
2108	S	16.06.2016 17:38		4917100000275	4917100000327	
2109	V	08.04.2016 20:56	2362	4917100000095	4917100000013	
2110	V	21.06.2016 15:23	734	4917100000114	4917100000313	
2111	S	12.02.2016 00:31		4917100000321	4917100000012	
2112	V	03.03.2016 07:59	16	4917100000122	4917100000207	
2113	D	08.03.2016 11:17	70	4917100000028		1786470
2114	S	12.04.2016 15:21		4917100000087	4917100000315	
2115	S	13.04.2016 02:45		4917100000060	4917100000163	
2116	D	25.05.2016 20:26	219	4917100000010		19907538
2117	S	25.05.2016 00:55		4917100000060	4917100000323	
2118	V	27.06.2016 22:55	252	4917100000226	491601111157	
2119	D	28.05.2016 22:16	3143	4917100000016		310195242
2120	D	28.06.2016 08:13	561	4917100000159		45994707
2121	V	01.06.2016 04:42	61	4917100000247	499311273	
2122	V	27.06.2016 06:03	480	4917100000009	4917100000280	
2123	S	15.05.2016 12:01		4917100000015	4917100000275	
2124	S	20.03.2016 10:40		4917100000043	4917100000344	
2125	D	04.06.2016 21:58	71	4917100000050		4307712
2126	V	08.05.2016 23:58	115	4917100000117	4917100000266	
2127	D	01.06.2016 21:37	16	4917100000288		1249936
2128	D	26.06.2016 16:10	486	4917100000268		34603200
2129	V	15.04.2016 01:16	41	4917100000370	4917100000293	
2130	V	20.06.2016 09:34	102	4917100000042	499311241	
2131	V	09.02.2016 07:20	1526	4917100000117	491601111170	
2132	S	06.06.2016 15:45		4917100000163	4917100000089	
2133	D	24.06.2016 11:17	159	4917100000046		1391091
2134	D	19.03.2016 10:55	79	4917100000310		7552874
2135	D	13.06.2016 02:44	61	4917100000116		1955660
2136	D	15.05.2016 18:53	642	4917100000169		13144308
2137	D	06.03.2016 06:42	1240	4917100000004		87499360
2138	V	15.05.2016 11:09	2802	4917100000215	491601111197	
2139	S	13.06.2016 23:02		4917100000252	4917100000194	
2140	S	28.05.2016 15:54		4917100000351	4917100000117	
2141	S	28.03.2016 00:18		4917100000361	4917100000048	
2142	V	24.06.2016 11:58	2505	4917100000293	4917100000183	
2143	D	07.06.2016 13:24	3055	4917100000025		7408375
2144	V	01.05.2016 19:57	3143	4917100000344	4917100000013	
2145	V	27.06.2016 15:05	33	4917100000355	4917100000168	
2146	D	21.04.2016 07:26	501	4917100000121		42102036
2147	V	28.05.2016 12:03	2835	4917100000263	4917100000052	
2148	V	20.06.2016 00:27	102	4917100000348	499311260	
2149	S	07.05.2016 20:16		4917100000127	4917100000224	
2150	D	05.04.2016 23:02	1779	4917100000286		177373416
2151	V	17.05.2016 16:01	877	4917100000276	4917100000346	
2152	V	12.06.2016 16:10	357	4917100000383	4917100000127	
2153	S	02.05.2016 16:24		4917100000035	4917100000048	
2154	V	13.05.2016 15:47	1911	4917100000275	4917100000069	
2155	S	11.04.2016 14:17		4917100000262	4917100000350	
2156	D	02.06.2016 04:47	91	4917100000139		912366
2157	V	14.04.2016 19:51	85	4917100000201	4917100000328	
2158	D	19.06.2016 16:49	42	4917100000058		2490432
2159	S	19.05.2016 04:06		4917100000066	4917100000054	
2160	S	04.05.2016 01:49		4917100000060	4917100000191	
2161	D	19.04.2016 14:09	56	4917100000080		4102280
2162	S	29.05.2016 18:26		4917100000009	4917100000018	
2163	V	02.06.2016 09:53	61	4917100000291	4917100000176	
2164	D	25.04.2016 10:39	3572	4917100000166		176835432
2165	D	12.06.2016 09:27	429	4917100000231		39460278
2166	V	24.06.2016 05:17	3000	4917100000263	4917100000333	
2167	V	10.02.2016 06:04	74	4917100000294	491601111113	
2168	S	29.06.2016 01:24		4917100000079	4917100000021	
2169	D	26.06.2016 19:01	486	4917100000107		32617890
2170	D	16.03.2016 08:24	519	4917100000260		29731434
2171	D	01.06.2016 11:03	1746	4917100000343		155573838
2172	V	01.06.2016 07:24	25	4917100000338	4917100000216	
2173	D	24.03.2016 19:47	88	4917100000333		3924712
2174	S	16.06.2016 17:49		4917100000262	4917100000164	
2175	S	11.06.2016 18:45		4917100000033	4917100000034	
2176	D	04.06.2016 22:51	90	4917100000233		6977700
2177	D	07.06.2016 16:43	55	4917100000256		1032295
2178	S	05.04.2016 19:59		4917100000044	4917100000061	
2179	S	11.02.2016 12:26		4917100000333	4917100000030	
2180	D	29.06.2016 09:16	2945	4917100000165		98242255
2181	S	02.03.2016 19:19		4917100000098	4917100000075	
2182	D	25.06.2016 08:56	1361	4917100000375		24099227
2183	S	28.06.2016 21:25		4917100000267	4917100000301	
2184	S	25.05.2016 14:39		4917100000041	4917100000291	
2185	D	02.06.2016 17:45	110	4917100000092		1569370
2186	D	05.03.2016 06:27	3121	4917100000320		288224350
2187	V	17.06.2016 23:26	288	4917100000127	499311278	
2188	V	10.06.2016 14:35	69	4917100000081	4917100000253	
2189	D	01.05.2016 08:00	1086	4917100000149		52950102
2190	D	29.06.2016 23:45	77	4917100000215		3459533
2191	S	21.06.2016 06:52		4917100000387	4917100000090	
2192	V	24.06.2016 20:46	603	4917100000004	4917100000007	
2193	V	11.03.2016 13:00	315	4917100000298	4917100000266	
2194	S	14.06.2016 17:56		4917100000370	4917100000352	
2195	V	10.04.2016 11:18	117	4917099999994	4917100000110	
2196	D	03.03.2016 22:21	312	4917100000132		29614104
2197	D	22.06.2016 02:32	31	4917100000339		2610107
2198	S	07.06.2016 21:46		4917100000069	4917100000188	
2199	V	07.06.2016 08:56	767	4917100000042	499311306	
2200	S	04.04.2016 06:37		4917100000189	4917100000279	
2201	S	11.06.2016 15:16		4917099999997	4917100000330	
2202	D	29.06.2016 16:43	85	4917100000290		3540420
2203	V	03.05.2016 03:25	2857	4917100000075	4917100000190	
2204	D	15.04.2016 02:31	76	4917100000237		6551504
2205	D	29.06.2016 21:48	78	4917100000382		1555944
2206	V	21.04.2016 11:35	58	4917100000193	499311222	
2207	S	09.05.2016 16:54		4917100000063	4917100000340	
2208	D	23.06.2016 17:59	2670	4917100000159		139753140
2209	D	29.05.2016 12:19	264	4917100000107		14276328
2210	D	23.05.2016 22:13	1955	4917100000273		98465530
2211	V	16.04.2016 09:38	120	4917100000217	4917100000043	
2212	V	14.04.2016 09:52	219	4917100000137	4917100000136	
2213	D	29.06.2016 15:21	2912	4917100000118		89165440
2214	S	24.06.2016 06:57		4917100000175	4917100000213	
2215	D	21.06.2016 19:57	375	4917100000386		11334000
2216	S	22.05.2016 22:55		4917100000281	4917100000073	
2217	V	13.06.2016 18:10	3275	4917100000203	499311216	
2218	S	20.04.2016 17:56		4917100000109	4917100000100	
2219	S	11.05.2016 15:35		4917100000107	4917100000291	
2220	D	24.05.2016 21:32	198	4917100000110		1006236
2221	D	14.05.2016 19:36	26	4917100000187		1111214
2222	V	05.04.2016 14:33	45	4917100000202	4917100000107	
2223	S	03.02.2016 09:59		4917100000106	4917100000286	
2224	V	10.04.2016 01:12	3407	4917100000132	499311291	
2225	S	12.03.2016 02:21		4917100000106	4917100000214	
2226	D	20.05.2016 04:52	570	4917100000050		40286460
2227	D	12.02.2016 00:48	279	4917100000152		19807605
2228	V	07.04.2016 12:13	2472	4917100000000	4917100000308	
2229	V	29.06.2016 05:42	549	4917100000275	4917100000136	
2230	V	03.05.2016 01:24	19	4917100000340	4917100000116	
2231	V	27.06.2016 19:47	23	4917100000345	4917100000059	
2232	S	12.05.2016 03:10		4917100000082	4917100000268	
2233	S	11.04.2016 14:20		4917100000126	4917100000335	
2234	D	29.06.2016 13:02	23	4917100000313		1978092
2235	V	09.05.2016 14:57	35	4917100000061	4917100000231	
2236	V	02.06.2016 09:30	14	4917100000051	499311292	
2237	V	09.06.2016 14:10	58	4917100000249	499311234	
2238	S	26.04.2016 23:30		4917100000296	4917100000056	
2239	S	04.06.2016 17:44		4917100000363	4917100000146	
2240	D	15.06.2016 12:54	102	4917100000245		8905008
2241	S	11.04.2016 11:08		4917100000045	4917100000299	
2242	S	12.05.2016 05:16		4917100000235	4917100000343	
2243	D	05.05.2016 11:36	25	4917100000215		754100
2244	V	06.02.2016 09:19	41	4917100000085	4917100000149	
2245	D	05.06.2016 04:40	82	4917100000171		7552856
2246	S	05.05.2016 02:16		4917100000312	4917100000106	
2247	S	13.02.2016 00:40		4917100000320	4917100000249	
2248	D	13.05.2016 17:27	30	4917099999999		2044650
2249	D	01.05.2016 22:11	399	4917099999999		7631274
2250	S	22.05.2016 08:50		4917100000267	4917100000217	
2251	V	29.06.2016 22:12	636	4917100000101	491601111160	
2252	D	18.06.2016 02:45	99	4917100000091		8459550
2253	V	04.06.2016 21:13	13	4917100000252	4917100000291	
2254	V	18.05.2016 22:37	123	4917100000322	491601111154	
2255	V	22.06.2016 10:40	119	4917100000028	4917100000211	
2256	D	09.06.2016 20:52	3451	4917100000186		218179122
2257	D	06.06.2016 10:48	42	4917100000237		2676198
2258	D	24.04.2016 20:00	1053	4917100000097		78479037
2259	D	12.04.2016 05:42	621	4917100000007		44403984
2260	S	13.05.2016 07:39		4917100000220	4917100000204	
2261	S	22.04.2016 01:44		4917100000210	4917100000355	
2262	D	24.06.2016 20:37	23	4917100000247		461242
2263	S	23.06.2016 05:30		4917100000382	4917100000073	
2264	V	07.06.2016 15:25	24	4917100000072	4917100000175	
2265	D	22.03.2016 18:47	1658	4917100000019		110303424
2266	S	17.05.2016 22:47		4917099999999	4917100000186	
2267	V	29.04.2016 07:59	10	4917100000312	499311164	
2268	D	05.05.2016 14:45	2241	4917100000284		214517484
2269	V	25.06.2016 01:58	97	4917100000204	4917100000343	
2270	V	19.05.2016 04:08	25	4917100000025	499311129	
2271	V	16.03.2016 16:09	51	4917100000161	491601111152	
2272	D	27.02.2016 05:20	324	4917100000004		19029492
2273	V	06.06.2016 03:40	15	4917100000339	4917100000245	
2274	D	18.06.2016 07:06	294	4917100000311		20761104
2275	V	01.04.2016 06:20	954	4917100000127	4917099999996	
2276	S	04.05.2016 01:05		4917100000082	4917100000315	
2277	S	08.05.2016 13:51		4917100000168	4917100000142	
2278	V	07.04.2016 15:02	70	4917100000076	491601111140	
2279	D	22.04.2016 07:55	21	4917100000284		1631994
2280	S	07.04.2016 02:48		4917100000161	4917100000271	
2281	V	23.05.2016 13:48	125	4917100000374	4917100000008	
2282	D	03.05.2016 14:20	2736	4917100000365		114999552
2283	V	17.06.2016 19:38	976	4917100000138	499311172	
2284	V	13.06.2016 15:23	72	4917100000187	4917100000206	
2285	D	09.06.2016 10:52	71	4917100000073		1010543
2286	S	24.04.2016 06:55		4917100000074	4917100000162	
2287	S	25.06.2016 13:01		4917100000072	4917100000273	
2288	D	23.03.2016 15:44	1141	4917100000126		100977359
2289	S	06.03.2016 12:56		4917100000117	4917100000047	
2290	V	13.06.2016 10:34	3231	4917100000051	499311149	
2291	S	10.06.2016 06:56		4917100000084	4917100000366	
2292	V	02.06.2016 16:03	2604	4917100000044	491601111125	
2293	D	25.06.2016 10:05	20	4917100000284		1803040
2294	S	01.06.2016 18:31		4917100000058	4917100000340	
2295	V	01.04.2016 01:23	1108	4917100000361	4917100000081	
2296	V	16.06.2016 23:25	1163	4917100000188	4917100000235	
2297	S	29.06.2016 13:20		4917100000306	4917100000250	
2298	V	28.06.2016 09:59	44	4917099999997	4917100000022	
2299	V	24.06.2016 20:31	2901	4917100000091	499311276	
2300	D	19.04.2016 02:52	3253	4917100000228		311146197
2301	S	18.05.2016 04:54		4917100000073	4917100000348	
2302	D	09.06.2016 04:06	3297	4917100000188		4141032
2303	D	20.04.2016 18:17	3330	4917100000357		259740
2304	D	21.02.2016 07:42	1570	4917100000213		40370980
2305	D	15.06.2016 13:38	3572	4917099999997		97451304
2306	D	19.05.2016 14:17	86	4917100000199		3322610
2307	V	04.04.2016 23:56	2714	4917100000029	4917100000173	
2308	V	08.06.2016 20:33	549	4917100000080	491601111170	
2309	D	10.06.2016 03:19	85	4917100000141		2206855
2310	D	05.06.2016 19:51	75	4917100000252		5324925
2311	S	02.04.2016 09:16		4917100000023	4917100000013	
2312	V	03.02.2016 22:55	55	4917100000320	499311292	
2313	V	13.06.2016 19:51	74	4917100000378	499311313	
2314	S	07.06.2016 23:47		4917100000067	4917100000158	
2315	V	12.04.2016 18:21	33	4917100000328	4917100000206	
2316	S	11.06.2016 04:31		4917100000312	4917100000138	
2317	S	21.06.2016 02:43		4917100000124	4917100000168	
2318	S	26.06.2016 00:30		4917100000060	4917100000238	
2319	S	10.05.2016 08:42		4917100000186	4917100000080	
2320	V	22.06.2016 08:11	5	4917100000036	4917100000022	
2321	S	05.04.2016 11:52		4917100000282	4917100000037	
2322	V	17.06.2016 19:19	2560	4917100000189	4917100000238	
2323	D	29.06.2016 06:35	1889	4917100000084		75331431
2324	D	28.03.2016 18:26	77	4917100000030		1093862
2325	S	18.05.2016 16:30		4917100000132	4917100000012	
2326	S	20.06.2016 15:40		4917100000356	4917100000200	
2327	S	03.05.2016 11:10		4917100000023	4917100000153	
2328	V	23.05.2016 22:25	2934	4917100000288	499311111	
2329	S	14.05.2016 04:00		4917100000280	4917100000029	
2330	V	16.05.2016 12:52	2483	4917100000216	4917100000146	
2331	V	15.03.2016 22:24	25	4917100000274	499311303	
2332	V	12.06.2016 23:27	27	4917100000383	4917100000207	
2333	D	27.05.2016 10:29	3319	4917100000066		103310513
2334	V	14.04.2016 23:18	39	4917100000218	491601111135	
2335	D	08.05.2016 11:16	465	4917100000120		18026190
2336	D	02.06.2016 00:27	93	4917100000208		3730881
2337	S	07.04.2016 15:08		4917100000361	4917100000103	
2338	D	27.05.2016 16:17	1581	4917100000338		29727543
2339	D	18.06.2016 19:32	119	4917100000231		1793925
2340	S	17.05.2016 22:50		4917100000258	4917100000322	
2341	S	05.03.2016 01:12		4917100000242	4917100000332	
2342	D	08.06.2016 11:50	1240	4917099999997		33461400
2343	S	19.05.2016 10:01		4917100000309	4917100000214	
2344	V	09.06.2016 18:53	1768	4917100000305	4917100000070	
2345	V	03.02.2016 16:50	24	4917100000381	491601111177	
2346	V	27.06.2016 06:50	3660	4917100000109	4917100000325	
2347	S	27.05.2016 12:56		4917100000090	4917100000355	
2348	D	03.06.2016 13:07	57	4917100000353		1068978
2349	V	21.06.2016 01:28	82	4917100000222	491601111162	
2350	S	22.02.2016 13:43		4917100000379	4917100000300	
2351	D	24.06.2016 11:39	144	4917100000296		11137968
2352	D	29.06.2016 20:34	118	4917100000062		1246906
2353	D	23.06.2016 11:14	2241	4917100000383		8728695
2354	V	18.06.2016 17:10	3077	4917100000237	4917100000199	
2355	S	02.02.2016 02:40		4917100000218	4917100000301	
2356	D	07.05.2016 09:54	24	4917100000128		203328
2357	D	24.06.2016 03:34	121	4917100000126		845427
2358	V	18.04.2016 22:46	2626	4917100000157	491601111165	
2359	S	25.06.2016 19:24		4917100000274	4917100000369	
2360	S	17.02.2016 00:07		4917100000370	4917100000245	
2361	V	10.05.2016 07:18	109	4917100000264	4917100000044	
2362	S	21.03.2016 04:04		4917100000376	4917100000194	
2363	D	09.06.2016 10:23	88	4917100000158		4663560
2364	V	22.06.2016 12:55	33	4917100000327	4917100000087	
2365	D	13.06.2016 05:26	125	4917100000159		199375
2366	D	19.04.2016 03:46	243	4917100000082		4177170
2367	S	18.02.2016 12:25		4917100000381	4917100000155	
2368	S	10.06.2016 16:43		4917100000275	4917100000319	
2369	D	15.06.2016 03:14	6	4917100000238		453372
2370	V	23.02.2016 10:55	106	4917100000317	4917100000348	
2371	S	07.04.2016 21:22		4917100000040	4917100000362	
2372	D	17.06.2016 12:38	2395	4917100000107		220965095
2373	S	19.06.2016 23:24		4917100000123	4917100000173	
2374	V	29.06.2016 21:05	1570	4917100000322	4917100000277	
2375	S	01.06.2016 19:22		4917100000335	4917100000027	
2376	V	10.05.2016 02:43	393	4917100000064	499311289	
2377	V	07.06.2016 17:46	630	4917100000347	499311224	
2378	V	12.06.2016 03:20	531	4917100000239	491601111158	
2379	V	05.06.2016 11:55	105	4917100000330	499311178	
2380	D	21.06.2016 19:52	3286	4917100000171		279421724
2381	D	09.06.2016 16:09	103	4917100000254		400979
2382	V	07.05.2016 13:48	104	4917100000288	4917100000059	
2383	S	20.05.2016 08:21		4917100000344	4917100000318	
2384	S	05.03.2016 23:52		4917100000182	4917100000226	
2385	S	21.06.2016 22:15		4917100000243	4917100000118	
2386	V	05.06.2016 07:31	456	4917100000262	4917100000281	
2387	S	29.06.2016 11:30		4917099999999	4917100000269	
2388	V	08.05.2016 09:34	573	4917100000014	4917100000207	
2389	V	12.03.2016 11:02	2626	4917100000342	491601111130	
2390	S	16.04.2016 11:24		4917100000035	4917100000225	
2391	S	23.06.2016 22:58		4917100000256	4917100000043	
2392	V	14.06.2016 10:30	360	4917100000342	491601111181	
2393	V	02.06.2016 09:42	1471	4917100000041	499311114	
2394	V	05.06.2016 17:30	321	4917100000092	4917100000361	
2395	S	12.06.2016 02:12		4917100000162	4917100000130	
2396	D	14.06.2016 16:31	2934	4917100000138		167469786
2397	D	08.05.2016 02:10	2582	4917100000354		147179164
2398	V	13.06.2016 09:02	279	4917100000162	491601111173	
2399	V	22.06.2016 02:08	2208	4917100000257	491601111149	
2400	V	24.06.2016 15:01	1702	4917100000209	4917100000358	
2401	V	28.04.2016 10:03	60	4917100000157	499311216	
2402	S	02.04.2016 06:12		4917100000271	4917100000103	
2403	V	26.06.2016 19:58	5	4917100000133	4917100000102	
2404	S	22.05.2016 00:01		4917100000279	4917100000156	
2405	V	02.06.2016 17:52	603	4917100000327	499311205	
2406	S	25.06.2016 23:12		4917100000124	4917100000268	
2407	D	05.06.2016 23:49	22	4917100000069		639452
2408	S	02.03.2016 00:55		4917100000372	4917100000305	
2409	V	23.06.2016 09:14	3407	4917100000348	4917100000322	
2410	V	15.04.2016 16:03	1966	4917100000234	491601111120	
2411	D	12.05.2016 00:06	1658	4917100000310		37653180
2412	S	04.06.2016 01:20		4917100000247	4917100000056	
2413	V	15.05.2016 21:45	90	4917100000368	499311312	
2414	S	29.05.2016 01:56		4917100000023	4917100000246	
2415	S	12.06.2016 17:09		4917100000125	4917100000201	
2416	D	05.05.2016 01:11	600	4917100000220		42088200
2417	S	03.04.2016 08:21		4917100000202	4917100000350	
2418	D	14.04.2016 03:46	756	4917100000198		24249456
2419	S	03.06.2016 02:20		4917100000134	4917100000233	
2420	D	14.04.2016 00:42	45	4917100000330		677700
2421	S	01.06.2016 09:58		4917100000234	4917100000052	
2422	S	16.06.2016 01:47		4917100000165	4917100000222	
2423	S	18.06.2016 11:29		4917100000372	4917100000097	
2424	S	03.06.2016 12:52		4917100000380	4917100000126	
2425	V	14.05.2016 17:18	95	4917100000203	4917100000291	
2426	V	10.03.2016 16:01	2923	4917100000228	4917100000149	
2427	D	18.05.2016 15:50	91	4917100000271		4049591
2428	S	22.06.2016 17:30		4917100000033	4917100000331	
2429	D	12.05.2016 18:23	104	4917100000300		1410448
2430	S	07.03.2016 00:00		4917100000098	4917100000209	
2431	D	20.06.2016 23:18	99	4917100000259		1963269
2432	V	11.06.2016 22:18	30	4917100000340	4917100000360	
2433	S	05.03.2016 19:52		4917100000323	4917100000334	
2434	V	16.06.2016 22:19	24	4917100000306	4917100000134	
2435	D	03.06.2016 20:31	121	4917099999997		11929753
2436	S	21.06.2016 06:17		4917100000239	4917100000366	
2437	S	09.06.2016 23:10		4917100000306	4917100000246	
2438	S	18.04.2016 06:00		4917100000005	4917100000022	
2439	V	05.05.2016 05:12	78	4917100000271	499311175	
2440	S	29.06.2016 03:18		4917100000125	4917099999996	
2441	D	22.03.2016 08:22	2615	4917100000034		251199515
2442	D	05.06.2016 00:38	125	4917100000177		6787250
2443	V	25.06.2016 08:56	81	4917100000385	4917100000269	
2444	S	22.03.2016 01:40		4917100000271	4917100000045	
2445	V	20.06.2016 07:25	10	4917100000338	4917100000040	
2446	D	01.06.2016 13:33	107	4917099999994		2925915
2447	V	15.03.2016 13:04	31	4917100000093	4917100000150	
2448	S	24.06.2016 03:23		4917100000187	4917100000199	
2449	S	09.04.2016 11:34		4917100000249	4917100000306	
2450	V	02.05.2016 07:53	52	4917100000108	4917100000127	
2451	D	17.05.2016 22:23	35	4917100000107		52920
2452	D	24.05.2016 23:24	954	4917100000317		2183706
2453	V	29.06.2016 06:39	101	4917100000292	499311318	
2454	D	12.06.2016 22:26	106	4917100000286		4929742
2455	D	10.06.2016 01:19	486	4917100000180		8028234
2456	S	01.06.2016 21:03		4917100000360	4917100000052	
2457	V	09.05.2016 09:44	101	4917100000160	4917100000173	
2458	D	22.04.2016 22:52	3528	4917100000008		89149032
2459	V	11.06.2016 08:12	2538	4917100000329	4917100000270	
2460	V	11.06.2016 13:04	53	4917100000191	499311240	
2461	D	25.06.2016 19:02	2637	4917100000277		115500600
2462	V	17.06.2016 23:32	60	4917100000205	4917100000324	
2463	S	23.05.2016 01:50		4917100000309	4917100000328	
2464	S	01.06.2016 01:25		4917100000139	4917100000248	
2465	D	22.05.2016 07:15	1427	4917100000107		133274665
2466	S	10.06.2016 06:51		4917100000229	4917099999996	
2467	V	11.06.2016 01:55	1218	4917100000239	499311163	
2468	V	14.06.2016 04:34	73	4917100000308	4917100000334	
2469	D	08.03.2016 02:54	39	4917100000075		2356458
2470	D	14.05.2016 07:33	47	4917100000104		3076056
2471	D	17.05.2016 09:44	1680	4917100000285		81527040
2472	D	13.06.2016 05:26	1372	4917100000316		66219580
2473	V	01.06.2016 02:28	3055	4917100000133	491601111189	
2474	V	24.06.2016 13:48	822	4917100000036	499311286	
2475	S	13.06.2016 07:24		4917100000048	4917100000259	
2476	S	01.03.2016 07:56		4917100000260	4917100000046	
2477	V	22.05.2016 21:56	78	4917100000089	4917100000060	
2478	S	20.05.2016 08:02		4917100000281	4917100000311	
2479	S	19.06.2016 06:51		4917100000229	4917100000285	
2480	D	02.06.2016 11:37	1691	4917100000157		78467473
2481	V	23.03.2016 04:43	3242	4917100000128	4917099999994	
2482	D	05.06.2016 03:07	13	4917100000069		80938
2483	D	06.02.2016 04:38	1438	4917100000095		101915374
2484	D	02.06.2016 18:30	29	4917100000163		244238
2485	D	24.06.2016 02:25	426	4917100000109		31587900
2486	V	22.06.2016 06:07	72	4917100000027	499311142	
2487	S	11.05.2016 07:38		4917100000219	4917100000052	
2488	S	21.06.2016 11:43		4917100000001	4917100000012	
2489	S	24.06.2016 00:06		4917100000266	4917100000195	
2490	V	11.06.2016 03:22	1504	4917100000377	4917100000358	
2491	S	07.05.2016 13:53		4917100000345	4917100000013	
2492	V	20.05.2016 02:21	23	4917100000328	499311214	
2493	S	06.06.2016 07:57		4917100000320	4917100000197	
2494	D	27.06.2016 07:39	73	4917100000035		7042456
2495	S	19.06.2016 00:39		4917100000068	4917100000297	
2496	S	27.04.2016 23:18		4917100000052	4917100000189	
2497	S	10.05.2016 05:06		4917100000314	4917100000242	
2498	V	12.04.2016 03:01	1251	4917100000202	4917100000231	
2499	D	11.06.2016 05:44	17	4917100000125		1557013
2500	S	21.06.2016 08:01		4917100000283	4917100000277	
2501	D	08.06.2016 21:27	47	4917100000306		1667983
2502	D	16.06.2016 05:15	1812	4917100000245		58683432
2503	V	04.05.2016 18:53	270	4917100000328	499311166	
2504	D	02.06.2016 07:43	103	4917100000084		776002
2505	S	02.05.2016 13:17		4917100000187	4917100000041	
2506	S	04.05.2016 05:02		4917100000236	4917100000262	
2507	S	15.06.2016 07:08		4917100000098	4917100000366	
2508	D	01.05.2016 13:08	174	4917099999994		2390934
2509	V	22.06.2016 06:31	85	4917100000327	499311168	
2510	V	28.06.2016 03:13	93	4917100000326	499311242	
2511	D	04.06.2016 18:58	288	4917100000092		14151168
2512	D	29.06.2016 18:01	70	4917100000204		227080
2513	S	28.05.2016 06:10		4917100000288	4917100000039	
2514	S	02.06.2016 20:16		4917100000061	4917100000116	
2515	D	05.05.2016 18:02	25	4917100000201		2235575
2516	D	09.06.2016 22:39	1328	4917100000068		76877920
2517	D	29.06.2016 21:30	657	4917100000290		11337192
2518	D	03.02.2016 16:13	55	4917100000350		2133065
2519	S	01.06.2016 16:16		4917100000104	4917100000362	
2520	S	12.05.2016 10:16		4917100000211	4917100000259	
2521	S	17.06.2016 00:35		4917100000382	4917100000039	
2522	S	06.05.2016 07:22		4917100000060	4917100000327	
2523	D	04.06.2016 13:25	84	4917100000361		2898756
2524	S	29.05.2016 22:17		4917100000080	4917100000103	
2525	V	14.04.2016 15:19	33	4917100000093	4917100000086	
2526	D	23.05.2016 00:52	69	4917100000100		2154870
2527	S	29.03.2016 02:57		4917100000200	4917100000359	
2528	V	08.06.2016 02:29	81	4917100000149	499311217	
2529	V	27.03.2016 23:03	20	4917100000265	499311276	
2530	V	29.02.2016 22:47	73	4917100000080	499311253	
2531	V	13.06.2016 04:33	119	4917100000161	499311305	
2532	V	18.06.2016 21:48	141	4917100000288	499311256	
2533	S	26.03.2016 15:12		4917100000228	4917100000069	
2534	V	08.05.2016 12:35	74	4917100000025	491601111204	
2535	S	18.06.2016 12:25		4917100000044	4917100000006	
2536	V	23.04.2016 00:56	1944	4917100000101	4917100000297	
2537	V	20.05.2016 09:42	114	4917100000098	499311179	
2538	V	18.06.2016 08:58	1746	4917100000015	4917100000350	
2539	D	17.06.2016 20:55	112	4917100000027		1787408
2540	S	02.05.2016 23:52		4917100000182	4917100000351	
2541	S	21.06.2016 15:07		4917100000303	4917100000051	
2542	S	10.06.2016 07:30		4917100000274	4917100000337	
2543	D	05.04.2016 07:42	87	4917100000299		4237944
2544	V	06.06.2016 07:15	38	4917100000058	499311181	
2545	V	08.05.2016 20:42	74	4917100000085	499311306	
2546	D	26.04.2016 03:55	441	4917100000342		20798001
2547	D	15.03.2016 11:52	789	4917100000081		27970839
2548	S	12.06.2016 03:46		4917100000072	4917100000330	
2549	V	01.05.2016 20:41	105	4917100000314	4917100000053	
2550	S	13.05.2016 23:33		4917100000213	4917100000038	
2551	D	11.04.2016 20:02	113	4917100000344		1021520
2552	V	22.05.2016 20:14	100	4917100000077	4917100000352	
2553	D	11.06.2016 01:34	2670	4917100000303		67345410
